State,Population Value,Gender,Year,18-20,65-74,75-84,55-59,60-64,,20-24,25-34,45-54,35-44
 Washington,3,,2012,0,0,1,0,0,0,0,0,0,0
 West Virginia,5,,2012,0,0,1,0,0,0,0,0,0,0
 Wisconsin,4,,2012,0,0,1,0,0,0,0,0,0,0
 Wyoming,3,,2012,0,0,1,0,0,0,0,0,0,0
 Alabama,1,,2012,0,0,0,0,0,0,0,0,0,0
 Arizona,1,,2012,0,0,0,0,0,0,0,0,0,0
 Arkansas,1,,2012,0,0,0,0,0,0,0,0,0,0
 California,1,,2012,0,0,0,0,0,0,0,0,0,0
 Colorado,1,,2012,0,0,0,0,0,0,0,0,0,0
 Connecticut,2,,2012,0,0,0,0,0,0,0,0,0,0
 District of Columbia,1,,2012,0,0,0,0,0,0,0,0,0,0
 New Hampshire,1,,2012,0,0,0,0,0,0,0,0,0,0
 New Jersey,2,,2012,0,0,0,0,0,0,0,0,0,0
 New Mexico,1,,2012,0,0,0,0,0,0,0,0,0,0
 Arizona,37,,2012,0,0,0,0,0,0,0,0,0,0
 Arkansas,37,,2012,0,0,0,0,0,0,0,0,0,0
 California,35,,2012,0,0,0,0,0,0,0,0,0,0
 Colorado,36,,2012,0,0,0,0,0,0,0,0,0,0
 Connecticut,40,,2012,0,0,0,0,0,0,0,0,0,0
 Delaware,39,,2012,0,0,0,0,0,0,0,0,0,0
 District of Columbia,33,,2012,0,0,0,0,0,0,0,0,0,0
 Florida,41,,2012,0,0,0,0,0,0,0,0,0,0
 Georgia,35,,2012,0,0,0,0,0,0,0,0,0,0
 Hawaii,38,,2012,0,0,0,0,0,0,0,0,0,0
 Idaho,35,,2012,0,0,0,0,0,0,0,0,0,0
 Illinois,37,,2012,0,0,0,0,0,0,0,0,0,0
 Indiana,37,,2012,0,0,0,0,0,0,0,0,0,0
 Iowa,38,,2012,0,0,0,0,0,0,0,0,0,0
 Kansas,36,,2012,0,0,0,0,0,0,0,0,0,0
 Kentucky,38,,2012,0,0,0,0,0,0,0,0,0,0
 Louisiana,36,,2012,0,0,0,0,0,0,0,0,0,0
 Alaska,33,,2012,0,0,0,0,0,0,0,0,0,0
 Alabama,38,,2012,0,0,0,0,0,0,0,0,0,0
 Wyoming,1,,2012,0,0,0,0,0,0,0,0,0,0
 Wisconsin,2,,2012,0,0,0,0,0,0,0,0,0,0
 New York,2,,2012,0,0,0,0,0,0,0,0,0,0
 North Carolina,1,,2012,0,0,0,0,0,0,0,0,0,0
 North Dakota,2,,2012,0,0,0,0,0,0,0,0,0,0
 Ohio,2,,2012,0,0,0,0,0,0,0,0,0,0
 Oklahoma,1,,2012,0,0,0,0,0,0,0,0,0,0
 Oregon,2,,2012,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,2,,2012,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,2,,2012,0,0,0,0,0,0,0,0,0,0
 Maryland,38,,2012,0,0,0,0,0,0,0,0,0,0
 Rhode Island,2,,2012,0,0,0,0,0,0,0,0,0,0
 South Dakota,2,,2012,0,0,0,0,0,0,0,0,0,0
 Tennessee,1,,2012,0,0,0,0,0,0,0,0,0,0
 Texas,1,,2012,0,0,0,0,0,0,0,0,0,0
 Utah,1,,2012,0,0,0,0,0,0,0,0,0,0
 Vermont,2,,2012,0,0,0,0,0,0,0,0,0,0
 Virginia,1,,2012,0,0,0,0,0,0,0,0,0,0
 Washington,1,,2012,0,0,0,0,0,0,0,0,0,0
 West Virginia,2,,2012,0,0,0,0,0,0,0,0,0,0
 South Carolina,1,,2012,0,0,0,0,0,0,0,0,0,0
 Montana,7,,2012,0,0,0,1,0,0,0,0,0,0
 Idaho,13,,2012,0,0,0,0,0,0,0,1,0,0
 Mississippi,6,,2012,0,0,0,1,0,0,0,0,0,0
 Arizona,7,,2012,0,0,0,0,0,0,1,0,0,0
 Arkansas,7,,2012,0,0,0,0,0,0,1,0,0,0
 California,7,,2012,0,0,0,0,0,0,1,0,0,0
 Colorado,7,,2012,0,0,0,0,0,0,1,0,0,0
 Connecticut,6,,2012,0,0,0,0,0,0,1,0,0,0
 Delaware,7,,2012,0,0,0,0,0,0,1,0,0,0
 District of Columbia,9,,2012,0,0,0,0,0,0,1,0,0,0
 Florida,6,,2012,0,0,0,0,0,0,1,0,0,0
 Georgia,7,,2012,0,0,0,0,0,0,1,0,0,0
 Hawaii,7,,2012,0,0,0,0,0,0,1,0,0,0
 Idaho,7,,2012,0,0,0,0,0,0,1,0,0,0
 Illinois,6,,2012,0,0,0,0,0,0,1,0,0,0
 Indiana,7,,2012,0,0,0,0,0,0,1,0,0,0
 Iowa,7,,2012,0,0,0,0,0,0,1,0,0,0
 Kansas,7,,2012,0,0,0,0,0,0,1,0,0,0
 Kentucky,7,,2012,0,0,0,0,0,0,1,0,0,0
 Louisiana,7,,2012,0,0,0,0,0,0,1,0,0,0
 Alaska,8,,2012,0,0,0,0,0,0,1,0,0,0
 Maine,6,,2012,0,0,0,0,0,0,1,0,0,0
 Alabama,7,,2012,0,0,0,0,0,0,1,0,0,0
 Wisconsin,50,F,2012,1,0,0,0,0,0,0,0,0,0
 North Carolina,52,F,2012,1,0,0,0,0,0,0,0,0,0
 North Dakota,49,F,2012,1,0,0,0,0,0,0,0,0,0
 Ohio,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Oklahoma,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Oregon,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Pennsylvania,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Puerto Rico,53,F,2012,1,0,0,0,0,0,0,0,0,0
 Rhode Island,52,F,2012,1,0,0,0,0,0,0,0,0,0
 South Carolina,52,F,2012,1,0,0,0,0,0,0,0,0,0
 South Dakota,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Tennessee,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Texas,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Utah,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Vermont,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Virginia,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Washington,50,F,2012,1,0,0,0,0,0,0,0,0,0
 West Virginia,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Wyoming,49,F,2012,1,0,0,0,0,0,0,0,0,0
 Maryland,6,,2012,0,0,0,0,0,0,1,0,0,0
 Massachusetts,7,,2012,0,0,0,0,0,0,1,0,0,0
 Michigan,7,,2012,0,0,0,0,0,0,1,0,0,0
 Utah,8,,2012,0,0,0,0,0,0,1,0,0,0
 Vermont,7,,2012,0,0,0,0,0,0,1,0,0,0
 Virginia,7,,2012,0,0,0,0,0,0,1,0,0,0
 Washington,7,,2012,0,0,0,0,0,0,1,0,0,0
 West Virginia,6,,2012,0,0,0,0,0,0,1,0,0,0
 Wisconsin,6,,2012,0,0,0,0,0,0,1,0,0,0
 Wyoming,7,,2012,0,0,0,0,0,0,1,0,0,0
 Alabama,12,,2012,0,0,0,0,0,0,0,1,0,0
 Alaska,14,,2012,0,0,0,0,0,0,0,1,0,0
 Arizona,13,,2012,0,0,0,0,0,0,0,1,0,0
 Arkansas,12,,2012,0,0,0,0,0,0,0,1,0,0
 California,14,,2012,0,0,0,0,0,0,0,1,0,0
 Colorado,14,,2012,0,0,0,0,0,0,0,1,0,0
 Connecticut,12,,2012,0,0,0,0,0,0,0,1,0,0
 Delaware,12,,2012,0,0,0,0,0,0,0,1,0,0
 District of Columbia,22,,2012,0,0,0,0,0,0,0,1,0,0
 Florida,12,,2012,0,0,0,0,0,0,0,1,0,0
 Texas,7,,2012,0,0,0,0,0,0,1,0,0,0
 Tennessee,7,,2012,0,0,0,0,0,0,1,0,0,0
 South Dakota,7,,2012,0,0,0,0,0,0,1,0,0,0
 South Carolina,7,,2012,0,0,0,0,0,0,1,0,0,0
 Minnesota,6,,2012,0,0,0,0,0,0,1,0,0,0
 Mississippi,7,,2012,0,0,0,0,0,0,1,0,0,0
 Missouri,7,,2012,0,0,0,0,0,0,1,0,0,0
 Montana,7,,2012,0,0,0,0,0,0,1,0,0,0
 Nebraska,7,,2012,0,0,0,0,0,0,1,0,0,0
 Nevada,6,,2012,0,0,0,0,0,0,1,0,0,0
 New Hampshire,6,,2012,0,0,0,0,0,0,1,0,0,0
 New Jersey,6,,2012,0,0,0,0,0,0,1,0,0,0
 New Mexico,50,F,2012,1,0,0,0,0,0,0,0,0,0
 New Mexico,6,,2012,0,0,0,0,0,0,1,0,0,0
 North Carolina,7,,2012,0,0,0,0,0,0,1,0,0,0
 North Dakota,9,,2012,0,0,0,0,0,0,1,0,0,0
 Ohio,6,,2012,0,0,0,0,0,0,1,0,0,0
 Oklahoma,7,,2012,0,0,0,0,0,0,1,0,0,0
 Oregon,6,,2012,0,0,0,0,0,0,1,0,0,0
 Pennsylvania,6,,2012,0,0,0,0,0,0,1,0,0,0
 Puerto Rico,7,,2012,0,0,0,0,0,0,1,0,0,0
 Rhode Island,8,,2012,0,0,0,0,0,0,1,0,0,0
 New York,7,,2012,0,0,0,0,0,0,1,0,0,0
 Georgia,13,,2012,0,0,0,0,0,0,0,1,0,0
 New Jersey,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Nevada,49,F,2012,1,0,0,0,0,0,0,0,0,0
 Maryland,47,M,2012,1,0,0,0,0,0,0,0,0,0
 Massachusetts,47,M,2012,1,0,0,0,0,0,0,0,0,0
 Michigan,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Minnesota,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Mississippi,47,M,2012,1,0,0,0,0,0,0,0,0,0
 Missouri,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Montana,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Nebraska,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Nevada,50,M,2012,1,0,0,0,0,0,0,0,0,0
 New Hampshire,48,M,2012,1,0,0,0,0,0,0,0,0,0
 New Jersey,48,M,2012,1,0,0,0,0,0,0,0,0,0
 New Mexico,49,M,2012,1,0,0,0,0,0,0,0,0,0
 New York,47,M,2012,1,0,0,0,0,0,0,0,0,0
 North Carolina,47,M,2012,1,0,0,0,0,0,0,0,0,0
 North Dakota,50,M,2012,1,0,0,0,0,0,0,0,0,0
 Ohio,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Oklahoma,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Maine,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Oregon,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Louisiana,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Kansas,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Missouri,6,,2012,0,0,0,1,0,0,0,0,0,0
 Alabama,47,M,2012,1,0,0,0,0,0,0,0,0,0
 Alaska,52,M,2012,1,0,0,0,0,0,0,0,0,0
 Arizona,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Arkansas,48,M,2012,1,0,0,0,0,0,0,0,0,0
 California,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Colorado,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Connecticut,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Delaware,47,M,2012,1,0,0,0,0,0,0,0,0,0
 District of Columbia,46,M,2012,1,0,0,0,0,0,0,0,0,0
 Florida,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Georgia,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Hawaii,50,M,2012,1,0,0,0,0,0,0,0,0,0
 Idaho,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Illinois,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Indiana,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Iowa,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Kentucky,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Pennsylvania,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Puerto Rico,46,M,2012,1,0,0,0,0,0,0,0,0,0
 Rhode Island,47,M,2012,1,0,0,0,0,0,0,0,0,0
 Hawaii,49,F,2012,1,0,0,0,0,0,0,0,0,0
 Idaho,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Illinois,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Indiana,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Iowa,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Kansas,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Kentucky,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Louisiana,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Maine,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Maryland,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Massachusetts,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Michigan,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Minnesota,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Mississippi,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Missouri,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Montana,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Nebraska,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Georgia,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Florida,51,F,2012,1,0,0,0,0,0,0,0,0,0
 District of Columbia,53,F,2012,1,0,0,0,0,0,0,0,0,0
 Delaware,52,F,2012,1,0,0,0,0,0,0,0,0,0
 South Carolina,47,M,2012,1,0,0,0,0,0,0,0,0,0
 South Dakota,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Tennessee,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Texas,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Utah,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Vermont,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Virginia,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Washington,49,M,2012,1,0,0,0,0,0,0,0,0,0
 New Hampshire,51,F,2012,1,0,0,0,0,0,0,0,0,0
 West Virginia,48,M,2012,1,0,0,0,0,0,0,0,0,0
 Wyoming,50,M,2012,1,0,0,0,0,0,0,0,0,0
 Alabama,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Alaska,47,F,2012,1,0,0,0,0,0,0,0,0,0
 Arizona,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Arkansas,51,F,2012,1,0,0,0,0,0,0,0,0,0
 California,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Colorado,50,F,2012,1,0,0,0,0,0,0,0,0,0
 Connecticut,51,F,2012,1,0,0,0,0,0,0,0,0,0
 Wisconsin,49,M,2012,1,0,0,0,0,0,0,0,0,0
 Hawaii,14,,2012,0,0,0,0,0,0,0,1,0,0
 New York,52,F,2012,1,0,0,0,0,0,0,0,0,0
 Illinois,13,,2012,0,0,0,0,0,0,0,1,0,0
 Iowa,13,,2012,0,0,0,0,0,0,0,0,1,0
 Kansas,13,,2012,0,0,0,0,0,0,0,0,1,0
 Kentucky,14,,2012,0,0,0,0,0,0,0,0,1,0
 Louisiana,13,,2012,0,0,0,0,0,0,0,0,1,0
 Maine,15,,2012,0,0,0,0,0,0,0,0,1,0
 Maryland,15,,2012,0,0,0,0,0,0,0,0,1,0
 Massachusetts,15,,2012,0,0,0,0,0,0,0,0,1,0
 Michigan,14,,2012,0,0,0,0,0,0,0,0,1,0
 Minnesota,14,,2012,0,0,0,0,0,0,0,0,1,0
 Mississippi,13,,2012,0,0,0,0,0,0,0,0,1,0
 Missouri,14,,2012,0,0,0,0,0,0,0,0,1,0
 Montana,14,,2012,0,0,0,0,0,0,0,0,1,0
 Nebraska,13,,2012,0,0,0,0,0,0,0,0,1,0
 Nevada,13,,2012,0,0,0,0,0,0,0,0,1,0
 New Hampshire,16,,2012,0,0,0,0,0,0,0,0,1,0
 New Jersey,15,,2012,0,0,0,0,0,0,0,0,1,0
 New Mexico,13,,2012,0,0,0,0,0,0,0,0,1,0
 Indiana,14,,2012,0,0,0,0,0,0,0,0,1,0
 New York,14,,2012,0,0,0,0,0,0,0,0,1,0
 Illinois,14,,2012,0,0,0,0,0,0,0,0,1,0
 Hawaii,13,,2012,0,0,0,0,0,0,0,0,1,0
 Vermont,11,,2012,0,0,0,0,0,0,0,0,0,1
 Virginia,13,,2012,0,0,0,0,0,0,0,0,0,1
 Washington,13,,2012,0,0,0,0,0,0,0,0,0,1
 West Virginia,12,,2012,0,0,0,0,0,0,0,0,0,1
 Wisconsin,12,,2012,0,0,0,0,0,0,0,0,0,1
 Wyoming,12,,2012,0,0,0,0,0,0,0,0,0,1
 Alabama,13,,2012,0,0,0,0,0,0,0,0,1,0
 Alaska,14,,2012,0,0,0,0,0,0,0,0,1,0
 Arizona,12,,2012,0,0,0,0,0,0,0,0,1,0
 Arkansas,13,,2012,0,0,0,0,0,0,0,0,1,0
 California,13,,2012,0,0,0,0,0,0,0,0,1,0
 Colorado,13,,2012,0,0,0,0,0,0,0,0,1,0
 Connecticut,15,,2012,0,0,0,0,0,0,0,0,1,0
 Delaware,14,,2012,0,0,0,0,0,0,0,0,1,0
 District of Columbia,12,,2012,0,0,0,0,0,0,0,0,1,0
 Florida,14,,2012,0,0,0,0,0,0,0,0,1,0
 Georgia,13,,2012,0,0,0,0,0,0,0,0,1,0
 Idaho,12,,2012,0,0,0,0,0,0,0,0,1,0
 North Carolina,13,,2012,0,0,0,0,0,0,0,0,1,0
 North Dakota,13,,2012,0,0,0,0,0,0,0,0,1,0
 Ohio,14,,2012,0,0,0,0,0,0,0,0,1,0
 Connecticut,7,,2012,0,0,0,1,0,0,0,0,0,0
 Delaware,6,,2012,0,0,0,1,0,0,0,0,0,0
 District of Columbia,5,,2012,0,0,0,1,0,0,0,0,0,0
 Florida,6,,2012,0,0,0,1,0,0,0,0,0,0
 Georgia,6,,2012,0,0,0,1,0,0,0,0,0,0
 Hawaii,6,,2012,0,0,0,1,0,0,0,0,0,0
 Idaho,6,,2012,0,0,0,1,0,0,0,0,0,0
 Illinois,6,,2012,0,0,0,1,0,0,0,0,0,0
 Indiana,6,,2012,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2012,0,0,0,1,0,0,0,0,0,0
 Kansas,6,,2012,0,0,0,1,0,0,0,0,0,0
 Kentucky,6,,2012,0,0,0,1,0,0,0,0,0,0
 Louisiana,6,,2012,0,0,0,1,0,0,0,0,0,0
 Maine,8,,2012,0,0,0,1,0,0,0,0,0,0
 Maryland,6,,2012,0,0,0,1,0,0,0,0,0,0
 Massachusetts,6,,2012,0,0,0,1,0,0,0,0,0,0
 Michigan,7,,2012,0,0,0,1,0,0,0,0,0,0
 Colorado,6,,2012,0,0,0,1,0,0,0,0,0,0
 California,6,,2012,0,0,0,1,0,0,0,0,0,0
 Arkansas,6,,2012,0,0,0,1,0,0,0,0,0,0
 Arizona,6,,2012,0,0,0,1,0,0,0,0,0,0
 Oklahoma,13,,2012,0,0,0,0,0,0,0,0,1,0
 Oregon,13,,2012,0,0,0,0,0,0,0,0,1,0
 Pennsylvania,14,,2012,0,0,0,0,0,0,0,0,1,0
 Puerto Rico,13,,2012,0,0,0,0,0,0,0,0,1,0
 Rhode Island,15,,2012,0,0,0,0,0,0,0,0,1,0
 South Carolina,13,,2012,0,0,0,0,0,0,0,0,1,0
 South Dakota,13,,2012,0,0,0,0,0,0,0,0,1,0
 Tennessee,13,,2012,0,0,0,0,0,0,0,0,1,0
 Utah,12,,2012,0,0,0,0,0,0,0,0,0,1
 Texas,13,,2012,0,0,0,0,0,0,0,0,1,0
 Vermont,15,,2012,0,0,0,0,0,0,0,0,1,0
 Virginia,14,,2012,0,0,0,0,0,0,0,0,1,0
 Washington,14,,2012,0,0,0,0,0,0,0,0,1,0
 West Virginia,14,,2012,0,0,0,0,0,0,0,0,1,0
 Wisconsin,14,,2012,0,0,0,0,0,0,0,0,1,0
 Wyoming,13,,2012,0,0,0,0,0,0,0,0,1,0
 Alabama,6,,2012,0,0,0,1,0,0,0,0,0,0
 Alaska,7,,2012,0,0,0,1,0,0,0,0,0,0
 Utah,10,,2012,0,0,0,0,0,0,0,0,1,0
 Texas,13,,2012,0,0,0,0,0,0,0,0,0,1
 Minnesota,6,,2012,0,0,0,1,0,0,0,0,0,0
 Ohio,12,,2012,0,0,0,0,0,0,0,1,0,0
 Tennessee,13,,2012,0,0,0,0,0,0,0,0,0,1
 Oklahoma,13,,2012,0,0,0,0,0,0,0,1,0,0
 Oregon,13,,2012,0,0,0,0,0,0,0,1,0,0
 Pennsylvania,12,,2012,0,0,0,0,0,0,0,1,0,0
 Puerto Rico,12,,2012,0,0,0,0,0,0,0,1,0,0
 Rhode Island,12,,2012,0,0,0,0,0,0,0,1,0,0
 South Carolina,12,,2012,0,0,0,0,0,0,0,1,0,0
 South Dakota,13,,2012,0,0,0,0,0,0,0,1,0,0
 Tennessee,13,,2012,0,0,0,0,0,0,0,1,0,0
 Texas,14,,2012,0,0,0,0,0,0,0,1,0,0
 Vermont,11,,2012,0,0,0,0,0,0,0,1,0,0
 Virginia,13,,2012,0,0,0,0,0,0,0,1,0,0
 Washington,14,,2012,0,0,0,0,0,0,0,1,0,0
 West Virginia,11,,2012,0,0,0,0,0,0,0,1,0,0
 Wisconsin,12,,2012,0,0,0,0,0,0,0,1,0,0
 Wyoming,13,,2012,0,0,0,0,0,0,0,1,0,0
 Alabama,12,,2012,0,0,0,0,0,0,0,0,0,1
 North Dakota,14,,2012,0,0,0,0,0,0,0,1,0,0
 Alaska,13,,2012,0,0,0,0,0,0,0,0,0,1
 North Carolina,12,,2012,0,0,0,0,0,0,0,1,0,0
 New Mexico,13,,2012,0,0,0,0,0,0,0,1,0,0
 Indiana,12,,2012,0,0,0,0,0,0,0,1,0,0
 Iowa,12,,2012,0,0,0,0,0,0,0,1,0,0
 Kansas,13,,2012,0,0,0,0,0,0,0,1,0,0
 Kentucky,12,,2012,0,0,0,0,0,0,0,1,0,0
 Louisiana,13,,2012,0,0,0,0,0,0,0,1,0,0
 Maine,11,,2012,0,0,0,0,0,0,0,1,0,0
 Maryland,13,,2012,0,0,0,0,0,0,0,1,0,0
 Massachusetts,13,,2012,0,0,0,0,0,0,0,1,0,0
 Michigan,11,,2012,0,0,0,0,0,0,0,1,0,0
 Minnesota,13,,2012,0,0,0,0,0,0,0,1,0,0
 Mississippi,12,,2012,0,0,0,0,0,0,0,1,0,0
 Missouri,13,,2012,0,0,0,0,0,0,0,1,0,0
 Montana,12,,2012,0,0,0,0,0,0,0,1,0,0
 Nebraska,13,,2012,0,0,0,0,0,0,0,1,0,0
 Nevada,14,,2012,0,0,0,0,0,0,0,1,0,0
 New Hampshire,11,,2012,0,0,0,0,0,0,0,1,0,0
 New Jersey,12,,2012,0,0,0,0,0,0,0,1,0,0
 New York,14,,2012,0,0,0,0,0,0,0,1,0,0
 Arizona,12,,2012,0,0,0,0,0,0,0,0,0,1
 Utah,15,,2012,0,0,0,0,0,0,0,1,0,0
 California,13,,2012,0,0,0,0,0,0,0,0,0,1
 Montana,11,,2012,0,0,0,0,0,0,0,0,0,1
 Nebraska,12,,2012,0,0,0,0,0,0,0,0,0,1
 Nevada,13,,2012,0,0,0,0,0,0,0,0,0,1
 New Hampshire,12,,2012,0,0,0,0,0,0,0,0,0,1
 New Jersey,13,,2012,0,0,0,0,0,0,0,0,0,1
 New Mexico,11,,2012,0,0,0,0,0,0,0,0,0,1
 Arkansas,12,,2012,0,0,0,0,0,0,0,0,0,1
 North Carolina,13,,2012,0,0,0,0,0,0,0,0,0,1
 North Dakota,11,,2012,0,0,0,0,0,0,0,0,0,1
 Ohio,12,,2012,0,0,0,0,0,0,0,0,0,1
 Oklahoma,12,,2012,0,0,0,0,0,0,0,0,0,1
 Oregon,12,,2012,0,0,0,0,0,0,0,0,0,1
 Pennsylvania,12,,2012,0,0,0,0,0,0,0,0,0,1
 Puerto Rico,13,,2012,0,0,0,0,0,0,0,0,0,1
 Rhode Island,12,,2012,0,0,0,0,0,0,0,0,0,1
 South Carolina,12,,2012,0,0,0,0,0,0,0,0,0,1
 South Dakota,11,,2012,0,0,0,0,0,0,0,0,0,1
 Missouri,12,,2012,0,0,0,0,0,0,0,0,0,1
 Mississippi,12,,2012,0,0,0,0,0,0,0,0,0,1
 New York,12,,2012,0,0,0,0,0,0,0,0,0,1
 Michigan,12,,2012,0,0,0,0,0,0,0,0,0,1
 Minnesota,12,,2012,0,0,0,0,0,0,0,0,0,1
 Connecticut,12,,2012,0,0,0,0,0,0,0,0,0,1
 Delaware,12,,2012,0,0,0,0,0,0,0,0,0,1
 District of Columbia,13,,2012,0,0,0,0,0,0,0,0,0,1
 Florida,12,,2012,0,0,0,0,0,0,0,0,0,1
 Georgia,14,,2012,0,0,0,0,0,0,0,0,0,1
 Hawaii,12,,2012,0,0,0,0,0,0,0,0,0,1
 Idaho,12,,2012,0,0,0,0,0,0,0,0,0,1
 Colorado,13,,2012,0,0,0,0,0,0,0,0,0,1
 Indiana,12,,2012,0,0,0,0,0,0,0,0,0,1
 Illinois,13,,2012,0,0,0,0,0,0,0,0,0,1
 Maryland,13,,2012,0,0,0,0,0,0,0,0,0,1
 Maine,12,,2012,0,0,0,0,0,0,0,0,0,1
 Louisiana,12,,2012,0,0,0,0,0,0,0,0,0,1
 Massachusetts,12,,2012,0,0,0,0,0,0,0,0,0,1
 Kansas,11,,2012,0,0,0,0,0,0,0,0,0,1
 Iowa,11,,2012,0,0,0,0,0,0,0,0,0,1
 Kentucky,12,,2012,0,0,0,0,0,0,0,0,0,1
 Oregon,10,,2016,0,1,0,0,0,0,0,0,0,0
 New York,8,,2016,0,1,0,0,0,0,0,0,0,0
 North Carolina,9,,2016,0,1,0,0,0,0,0,0,0,0
 North Dakota,7,,2016,0,1,0,0,0,0,0,0,0,0
 Ohio,9,,2016,0,1,0,0,0,0,0,0,0,0
 New Mexico,9,,2016,0,1,0,0,0,0,0,0,0,0
 Oklahoma,8,,2016,0,1,0,0,0,0,0,0,0,0
 Pennsylvania,9,,2016,0,1,0,0,0,0,0,0,0,0
 Tennessee,9,,2016,0,1,0,0,0,0,0,0,0,0
 Rhode Island,9,,2016,0,1,0,0,0,0,0,0,0,0
 South Carolina,10,,2016,0,1,0,0,0,0,0,0,0,0
 South Dakota,8,,2016,0,1,0,0,0,0,0,0,0,0
 Texas,7,,2016,0,1,0,0,0,0,0,0,0,0
 Utah,6,,2016,0,1,0,0,0,0,0,0,0,0
 Vermont,11,,2016,0,1,0,0,0,0,0,0,0,0
 Virginia,8,,2016,0,1,0,0,0,0,0,0,0,0
 New Jersey,8,,2016,0,1,0,0,0,0,0,0,0,0
 Puerto Rico,10,,2016,0,1,0,0,0,0,0,0,0,0
 New Hampshire,10,,2016,0,1,0,0,0,0,0,0,0,0
 Pennsylvania,5,,2016,0,0,1,0,0,0,0,0,0,0
 Nebraska,8,,2016,0,1,0,0,0,0,0,0,0,0
 Georgia,8,,2016,0,1,0,0,0,0,0,0,0,0
 Hawaii,9,,2016,0,1,0,0,0,0,0,0,0,0
 Idaho,9,,2016,0,1,0,0,0,0,0,0,0,0
 Illinois,8,,2016,0,1,0,0,0,0,0,0,0,0
 Indiana,8,,2016,0,1,0,0,0,0,0,0,0,0
 Iowa,8,,2016,0,1,0,0,0,0,0,0,0,0
 Kansas,8,,2016,0,1,0,0,0,0,0,0,0,0
 Kentucky,9,,2016,0,1,0,0,0,0,0,0,0,0
 Louisiana,8,,2016,0,1,0,0,0,0,0,0,0,0
 Maine,11,,2016,0,1,0,0,0,0,0,0,0,0
 Maryland,8,,2016,0,1,0,0,0,0,0,0,0,0
 Massachusetts,9,,2016,0,1,0,0,0,0,0,0,0,0
